SH,0,19449691,1,4,0.0644931030273437,0.0325992345809937,0.0906432819366455,0.0337233972549438,1,,
SH,0,19449692,1,4,0.0338761281967163,0.0170281386375427,0.0477038621902466,0.0175946640968323,1,,
SH,0,19449693,1,4,0.0546792030334473,0.0479186105728149,0.0661890983581543,0.0574254894256592,1,,
SH,0,19449694,1,1,0.139272909164429,1,,,,,
SH,0,19449695,1,1,0.0732509660720825,1,,,,,
SH,0,19449696,1,1,0.0965034294128418,1,,,,,
SH,0,19449697,1,6,0.0593598699569702,0.128110637664795,0.0380160117149353,0.0152168643474579,0.0360526394844055,0,1
SH,0,19449698,1,6,0.0308985090255737,0.0674292850494385,0.0199996364116669,0.00796011865139008,0.0188057386875153,0,1
SH,0,19449699,1,6,0.0898297595977783,0.0936752891540527,0.042094087600708,0.031204731464386,0.0583057403564453,0,1
FF,0,19449691,1,4,0.0644931030273437,0.0325992345809937,0.0906432819366455,0.0337233972549438,1,,
FF,0,19449692,1,4,0.0338761281967163,0.0170281386375427,0.0477038621902466,0.0175946640968323,1,,
FF,0,19449693,1,4,0.0546792030334473,0.0479186105728149,0.0661890983581543,0.0574254894256592,1,,
FF,0,19449694,1,1,0.139272909164429,1,,,,,
FF,0,19449695,1,1,0.0732509660720825,1,,,,,
FF,0,19449696,1,1,0.0965034294128418,1,,,,,
FF,0,19449697,1,6,0.0593598699569702,0.128110637664795,0.0380160117149353,0.0152168643474579,0.0360526394844055,0,1
FF,0,19449698,1,6,0.0308985090255737,0.0674292850494385,0.0199996364116669,0.00796011865139008,0.0188057386875153,0,1
FF,0,19449699,1,6,0.0898297595977783,0.0936752891540527,0.042094087600708,0.031204731464386,0.0583057403564453,0,1
